loan_purpose,loan_amount,debt_to_income_ratio,property_value,income,occupancy_type,derived_race,derived_sex,applicant_age,loan_to_value_ratio,action_taken
1,515000.0,39,815000.0,140.0,1,White,Joint,25-34,63.19,Loan originated
1,765000.0,30%-<36%,965000.0,215.0,1,White,Female,35-44,79.43,Loan originated
1,1135000.0,46,1345000.0,325.0,1,Hispanic or Latino,Joint,45-54,85.0,Loan originated
1,355000.0,44,675000.0,110.0,1,White,Female,35-44,52.59,Loan originated
1,1035000.0,44,1155000.0,287.0,1,White,Joint,35-44,89.91,Loan originated
1,165000.0,44,415000.0,52.0,1,Hispanic or Latino,Joint,65-74,39.27,Loan originated
1,695000.0,20%-<30%,865000.0,360.0,1,Asian,Joint,25-34,80.0,Loan originated
1,765000.0,47,865000.0,352.0,1,White,Joint,25-34,89.13,Loan originated
1,365000.0,40,405000.0,82.0,1,White,Male,25-34,90.0,Loan originated
1,185000.0,30%-<36%,255000.0,64.0,1,White,Female,55-64,70.59,Loan originated
1,975000.0,30%-<36%,1215000.0,340.0,1,Asian,Joint,35-44,80.0,Loan originated
1,395000.0,20%-<30%,495000.0,187.0,1,White,Female,35-44,80.0,Loan originated
1,365000.0,30%-<36%,425000.0,132.0,1,Hispanic or Latino,Male,25-34,85.0,Loan originated
1,475000.0,30%-<36%,595000.0,148.0,1,Asian,Female,25-34,80.0,Loan originated
1,835000.0,20%-<30%,1045000.0,454.0,1,White,Male,45-54,80.0,Loan originated
1,665000.0,42,715000.0,196.0,1,Black or African American,Joint,35-44,92.5,Loan originated
1,715000.0,37,805000.0,208.0,1,White,Joint,25-34,89.99,Loan originated
1,775000.0,39,865000.0,365.0,1,Asian,Male,35-44,89.99,Loan originated
1,505000.0,46,835000.0,171.0,1,Asian,Female,25-34,60.38,Loan originated
1,685000.0,46,805000.0,135.0,1,Hispanic or Latino,Male,55-64,85.0,Loan originated
1,315000.0,30%-<36%,395000.0,107.0,1,White,Female,55-64,80.0,Loan originated
1,505000.0,20%-<30%,925000.0,306.0,1,Asian,Joint,65-74,53.98,Loan originated
1,265000.0,44,335000.0,76.0,1,White,Female,25-34,80.0,Loan originated
1,605000.0,30%-<36%,765000.0,190.0,1,White,Male,25-34,80.0,Loan originated
1,765000.0,41,965000.0,202.0,1,Asian,Joint,35-44,79.38,Loan originated
1,635000.0,43,795000.0,206.0,1,White,Male,25-34,80.0,Loan originated
1,675000.0,48,845000.0,263.0,1,White,Joint,35-44,80.0,Loan originated
1,565000.0,30%-<36%,625000.0,190.0,1,Asian,Male,25-34,90.0,Loan originated
1,475000.0,48,495000.0,128.0,1,White,Joint,25-34,95.0,Loan originated
1,315000.0,20%-<30%,595000.0,190.0,1,White,Male,35-44,52.64,Loan originated
1,595000.0,46,665000.0,144.0,1,Asian,Joint,55-64,90.0,Loan originated
1,1085000.0,49,1355000.0,240.0,1,White,Male,35-44,80.0,Loan originated
1,575000.0,20%-<30%,715000.0,236.0,1,White,Male,35-44,80.0,Loan originated
1,705000.0,44,775000.0,160.0,1,Hispanic or Latino,Joint,25-34,90.76,Loan originated
1,835000.0,49,1395000.0,170.0,1,White,Joint,35-44,60.0,Loan originated
1,665000.0,46,835000.0,134.0,1,Asian,Joint,55-64,80.0,Loan originated
1,485000.0,30%-<36%,605000.0,145.0,1,White,Female,35-44,80.0,Loan originated
1,915000.0,49,1575000.0,194.0,1,White,Joint,35-44,57.78,Loan originated
1,455000.0,47,535000.0,120.0,1,Asian,Female,35-44,84.76,Application denied
1,1005000.0,47,1115000.0,282.0,1,Hispanic or Latino,Joint,35-44,90.0,Loan originated
1,1125000.0,37,1605000.0,301.0,1,Asian,Joint,45-54,70.0,Loan originated
1,415000.0,<20%,465000.0,228.0,1,Hispanic or Latino,Male,25-34,90.0,Loan originated
1,725000.0,30%-<36%,905000.0,193.0,1,White,Male,35-44,80.0,Loan originated
1,495000.0,48,625000.0,316.0,1,Asian,Male,<25,80.0,Loan originated
1,755000.0,49,945000.0,156.0,1,Asian,Male,35-44,79.59,Loan originated
1,415000.0,43,445000.0,104.0,1,White,Joint,25-34,95.0,Loan originated
1,455000.0,30%-<36%,475000.0,145.0,1,White,Male,25-34,100.0,Loan originated
1,535000.0,40,665000.0,143.0,1,White,Male,35-44,80.0,Loan originated
1,725000.0,30%-<36%,915000.0,253.0,1,Asian,Joint,45-54,80.0,Loan originated
1,415000.0,41,515000.0,119.0,1,White,Joint,35-44,80.0,Loan originated
1,745000.0,43,785000.0,164.0,1,Hispanic or Latino,Female,55-64,95.0,Loan originated
1,375000.0,40,475000.0,126.0,1,Asian,Male,25-34,80.0,Loan originated
1,395000.0,47,775000.0,98.0,1,White,Female,55-64,50.32,Loan originated
1,585000.0,46,855000.0,128.0,1,Asian,Joint,35-44,68.69,Loan originated
1,305000.0,30%-<36%,545000.0,105.0,1,Asian,Female,25-34,55.56,Loan originated
1,445000.0,49,565000.0,95.0,1,White,Female,35-44,80.0,Loan originated
1,505000.0,39,1505000.0,176.0,1,White,Joint,55-64,33.33,Loan originated
1,155000.0,49,815000.0,60.0,1,Asian,Female,45-54,18.5,Loan originated
1,165000.0,<20%,715000.0,185.0,1,Hispanic or Latino,Female,45-54,22.54,Loan originated
1,715000.0,46,895000.0,153.0,1,Asian,Joint,25-34,80.0,Loan originated
1,1125000.0,30%-<36%,1405000.0,340.0,1,White,Male,25-34,80.0,Loan originated
1,325000.0,20%-<30%,405000.0,130.0,1,White,Male,35-44,80.0,Loan originated
1,615000.0,47,765000.0,142.0,1,Black or African American,Female,45-54,80.0,Loan originated
1,765000.0,49,865000.0,197.0,1,Asian,Male,35-44,87.76,Loan originated
1,435000.0,38,465000.0,114.0,1,Asian,Male,25-34,95.0,Loan originated
1,505000.0,39,1315000.0,200.0,1,White,Female,35-44,38.02,Loan originated
1,405000.0,38,755000.0,125.0,1,Hispanic or Latino,Joint,55-64,53.87,Loan originated
1,1145000.0,36,1435000.0,302.0,1,Asian,Joint,35-44,80.0,Loan originated
1,655000.0,36,1055000.0,206.0,1,Asian,Joint,25-34,61.9,Loan originated
1,885000.0,44,1115000.0,285.0,1,White,Male,25-34,80.0,Loan originated
1,695000.0,30%-<36%,1155000.0,217.0,1,White,Joint,35-44,60.0,Loan originated
1,295000.0,44,335000.0,115.0,1,White,Female,45-54,90.0,Loan originated
1,725000.0,41,905000.0,211.0,1,Asian,Joint,25-34,80.62,Loan originated
1,435000.0,45,775000.0,95.0,1,White,Joint,25-34,56.49,Loan originated
1,685000.0,30%-<36%,915000.0,246.0,1,White,Joint,35-44,75.0,Loan originated
1,305000.0,30%-<36%,425000.0,123.0,1,Hispanic or Latino,Female,35-44,71.51,Loan originated
1,535000.0,49,565000.0,104.0,1,Hispanic or Latino,Female,25-34,94.88,Loan originated
1,615000.0,20%-<30%,675000.0,240.0,1,Asian,Male,35-44,90.0,Loan originated
1,465000.0,30%-<36%,705000.0,153.0,1,Black or African American,Female,35-44,97.0,Loan originated
1,385000.0,49,465000.0,87.0,1,Black or African American,Female,55-64,84.36,Loan originated
1,725000.0,37,905000.0,262.0,1,White,Joint,35-44,80.0,Loan originated
1,475000.0,20%-<30%,495000.0,260.0,1,White,Male,65-74,97.0,Loan originated
1,1125000.0,42,1325000.0,379.0,1,Hispanic or Latino,Joint,45-54,85.0,Loan originated
1,445000.0,49,485000.0,86.0,1,Hispanic or Latino,Joint,35-44,91.4,Loan originated
1,815000.0,47,1085000.0,196.0,1,White,Male,35-44,75.0,Loan originated
1,175000.0,30%-<36%,855000.0,72.0,1,Asian,Joint,55-64,98.95,Loan originated
1,905000.0,47,1365000.0,180.0,1,White,Female,45-54,66.18,Loan originated
1,175000.0,<20%,805000.0,110.0,1,Asian,Joint,35-44,98.88,Loan originated
1,455000.0,36,475000.0,123.0,1,Hispanic or Latino,Male,25-34,95.0,Loan originated
1,765000.0,<20%,3755000.0,877.0,1,White,Joint,35-44,20.4,Loan originated
1,825000.0,30%-<36%,915000.0,295.0,1,White,Female,25-34,89.99,Loan originated
1,455000.0,48,565000.0,109.0,1,White,Joint,55-64,80.0,Loan originated
1,445000.0,30%-<36%,555000.0,135.0,1,White,Female,35-44,80.0,Loan originated
1,615000.0,42,645000.0,208.0,1,White,Joint,65-74,95.0,Loan originated
1,515000.0,42,545000.0,210.0,1,White,Female,55-64,95.0,Loan originated
1,615000.0,42,825000.0,156.0,1,White,Female,>74,75.0,Loan originated
1,305000.0,30%-<36%,475000.0,113.0,1,White,Male,25-34,63.83,Loan originated
1,765000.0,44,1325000.0,180.0,1,White,Male,35-44,57.85,Loan originated
1,1025000.0,36,1205000.0,307.0,1,Asian,Joint,25-34,85.0,Loan originated
1,905000.0,48,1675000.0,205.0,1,White,Joint,35-44,53.73,Loan originated
1,1145000.0,46,1565000.0,689.0,1,White,Male,55-64,73.28,Loan originated
1,615000.0,47,705000.0,141.0,1,Hispanic or Latino,Male,25-34,87.86,Loan originated
1,365000.0,49,455000.0,76.0,1,Hispanic or Latino,Male,35-44,80.0,Loan originated
1,805000.0,47,1255000.0,182.0,1,White,Joint,65-74,64.0,Loan originated
1,685000.0,41,1185000.0,303.0,1,White,Joint,25-34,57.81,Loan originated
1,565000.0,49,755000.0,107.0,1,Asian,Male,25-34,75.0,Loan originated
1,975000.0,49,1055000.0,215.0,1,White,Joint,35-44,93.05,Loan originated
1,665000.0,30%-<36%,835000.0,235.0,1,White,Female,35-44,80.0,Loan originated
1,1185000.0,30%-<36%,1735000.0,653.0,1,White,Male,35-44,89.9,Loan originated
1,505000.0,45,625000.0,149.0,1,White,Female,45-54,80.0,Loan originated
1,555000.0,42,695000.0,238.0,1,White,Joint,25-34,80.0,Loan originated
1,505000.0,48,535000.0,121.0,1,Hispanic or Latino,Female,45-54,96.0,Loan originated
1,235000.0,48,515000.0,62.0,1,White,Male,25-34,46.08,Loan originated
1,575000.0,42,725000.0,184.0,1,Black or African American,Male,45-54,80.0,Loan originated
1,335000.0,49,525000.0,63.0,1,Asian,Male,35-44,64.12,Loan originated
1,505000.0,44,1205000.0,128.0,1,White,Female,35-44,43.67,Loan originated
1,315000.0,43,355000.0,101.0,1,Hispanic or Latino,Male,25-34,88.57,Loan originated
1,255000.0,44,315000.0,60.0,1,White,Female,65-74,83.1,Loan originated
1,685000.0,45,865000.0,303.0,1,White,Joint,35-44,80.0,Loan originated
1,705000.0,37,825000.0,197.0,1,Asian,Joint,35-44,90.0,Loan originated
1,565000.0,49,715000.0,130.0,1,Hispanic or Latino,Joint,35-44,80.0,Loan originated
1,625000.0,30%-<36%,785000.0,247.0,1,Asian,Male,25-34,80.0,Loan originated
1,1185000.0,39,1615000.0,301.0,1,Asian,Joint,45-54,74.0,Loan originated
1,885000.0,20%-<30%,975000.0,313.0,1,White,Joint,45-54,89.99,Loan originated
1,405000.0,41,455000.0,112.0,1,Black or African American,Female,65-74,89.89,Loan originated
1,735000.0,43,925000.0,241.0,1,Black or African American,Male,25-34,89.99,Loan originated
1,605000.0,20%-<30%,975000.0,226.0,1,Asian,Male,25-34,61.86,Loan originated
1,765000.0,43,865000.0,195.0,1,White,Joint,55-64,89.13,Loan originated
1,465000.0,47,575000.0,112.0,1,Asian,Male,25-34,80.0,Loan originated
1,565000.0,45,805000.0,125.0,1,Asian,Male,25-34,70.0,Loan originated
1,975000.0,49,1225000.0,360.0,1,Asian,Joint,25-34,80.0,Loan originated
1,585000.0,20%-<30%,735000.0,223.0,1,White,Female,35-44,80.0,Loan originated
1,335000.0,20%-<30%,765000.0,185.0,1,Hispanic or Latino,Female,45-54,42.91,Loan originated
1,335000.0,<20%,1675000.0,420.0,1,White,Joint,45-54,19.7,Loan originated
1,565000.0,49,705000.0,124.0,1,Asian,Joint,45-54,80.0,Loan originated
1,545000.0,47,785000.0,260.0,1,Asian,Male,35-44,70.0,Loan originated
1,675000.0,45,715000.0,199.0,1,Hispanic or Latino,Male,25-34,95.0,Loan originated
1,675000.0,46,955000.0,188.0,1,White,Joint,55-64,71.05,Loan originated
1,255000.0,30%-<36%,325000.0,94.0,1,White,Male,<25,80.0,Loan originated
1,505000.0,48,565000.0,106.0,1,Asian,Male,35-44,89.99,Application denied
1,635000.0,36,885000.0,242.0,1,White,Joint,45-54,71.75,Loan originated
1,395000.0,46,415000.0,83.0,1,White,Female,25-34,95.0,Loan originated
1,775000.0,<20%,1435000.0,574.0,1,White,Male,45-54,54.2,Loan originated
1,925000.0,44,1165000.0,343.0,1,White,Male,25-34,80.0,Loan originated
1,535000.0,41,565000.0,138.0,1,White,Joint,65-74,95.0,Loan originated
1,275000.0,46,365000.0,160.0,1,White,Male,35-44,75.0,Loan originated
1,665000.0,30%-<36%,705000.0,194.0,1,White,Joint,35-44,95.0,Loan originated
1,235000.0,49,475000.0,62.0,1,White,Male,25-34,50.0,Loan originated
1,635000.0,48,685000.0,132.0,1,Asian,Male,35-44,95.0,Loan originated
1,385000.0,20%-<30%,585000.0,207.0,1,Hispanic or Latino,Joint,45-54,65.63,Loan originated
1,425000.0,20%-<30%,1135000.0,207.0,1,White,Joint,35-44,37.44,Loan originated
1,1035000.0,30%-<36%,1085000.0,338.0,1,White,Joint,35-44,95.0,Loan originated
1,345000.0,20%-<30%,425000.0,159.0,1,Hispanic or Latino,Female,55-64,80.0,Loan originated
1,395000.0,30%-<36%,425000.0,132.0,1,Hispanic or Latino,Female,25-34,95.0,Loan originated
1,545000.0,20%-<30%,785000.0,224.0,1,Asian,Joint,25-34,69.23,Loan originated
1,865000.0,37,915000.0,223.0,1,White,Joint,25-34,95.0,Loan originated
1,615000.0,30%-<36%,765000.0,340.0,1,Asian,Female,35-44,80.0,Application denied
1,615000.0,30%-<36%,685000.0,191.0,1,Hispanic or Latino,Joint,25-34,90.0,Loan originated
1,345000.0,36,455000.0,107.0,1,White,Male,25-34,75.0,Loan originated
1,375000.0,47,475000.0,82.0,1,Asian,Female,45-54,78.92,Loan originated
1,695000.0,30%-<36%,925000.0,236.0,1,White,Joint,25-34,75.0,Loan originated
1,345000.0,43,365000.0,85.0,1,Hispanic or Latino,Female,25-34,95.0,Loan originated
1,1145000.0,45,2155000.0,445.0,1,White,Joint,35-44,53.48,Loan originated
1,625000.0,30%-<36%,655000.0,215.0,1,Asian,Male,35-44,95.0,Loan originated
1,555000.0,38,655000.0,189.0,1,White,Joint,25-34,84.71,Loan originated
1,755000.0,44,1015000.0,346.0,1,White,Male,35-44,84.16,Loan originated
1,605000.0,30%-<36%,805000.0,224.0,1,White,Joint,65-74,75.0,Loan originated
1,425000.0,20%-<30%,525000.0,161.0,1,White,Female,45-54,80.0,Loan originated
1,425000.0,45,435000.0,166.0,1,Hispanic or Latino,Joint,25-34,97.0,Loan originated
1,355000.0,42,585000.0,185.0,1,Asian,Female,35-44,60.0,Loan originated
1,425000.0,49,715000.0,98.0,1,Asian,Female,>74,58.35,Loan originated
1,515000.0,49,565000.0,207.0,1,Hispanic or Latino,Joint,45-54,91.1,Loan originated
1,635000.0,30%-<36%,665000.0,179.0,1,White,Male,25-34,95.0,Loan originated
1,575000.0,30%-<36%,715000.0,192.0,1,Hispanic or Latino,Joint,25-34,80.0,Loan originated
1,415000.0,49,555000.0,88.0,1,White,Female,45-54,75.0,Loan originated
1,375000.0,40,385000.0,98.0,1,White,Female,25-34,97.0,Loan originated
1,195000.0,50%-60%,285000.0,50.0,1,Asian,Male,25-34,68.42,Application denied
1,455000.0,46,655000.0,179.0,1,White,Male,<25,70.0,Loan originated
1,435000.0,47,545000.0,103.0,1,White,Male,25-34,80.0,Loan originated
1,215000.0,44,225000.0,86.0,1,White,Female,25-34,93.0,Loan originated
1,1125000.0,38,1255000.0,317.0,1,White,Female,45-54,89.9,Loan originated
1,835000.0,47,985000.0,199.0,1,White,Female,35-44,85.0,Loan originated
1,545000.0,20%-<30%,935000.0,255.0,1,White,Joint,35-44,58.6,Loan originated
1,735000.0,48,955000.0,155.0,1,White,Male,35-44,76.84,Loan originated
1,255000.0,37,465000.0,113.0,1,White,Male,25-34,54.35,Loan originated
1,285000.0,42,485000.0,87.0,1,Hispanic or Latino,Joint,35-44,58.68,Loan originated
1,585000.0,49,735000.0,106.0,1,Asian,Male,55-64,80.0,Loan originated
1,485000.0,36,575000.0,143.0,1,Hispanic or Latino,Female,45-54,85.0,Loan originated
1,575000.0,30%-<36%,715000.0,175.0,1,White,Male,25-34,80.0,Loan originated
1,705000.0,39,885000.0,249.0,1,Asian,Joint,35-44,80.0,Loan originated
1,645000.0,30%-<36%,815000.0,184.0,1,White,Joint,35-44,80.0,Loan originated
1,605000.0,30%-<36%,965000.0,270.0,1,White,Joint,65-74,62.32,Loan originated
1,635000.0,45,655000.0,164.0,1,Hispanic or Latino,Male,45-54,97.0,Loan originated
1,615000.0,41,685000.0,148.0,1,Hispanic or Latino,Female,35-44,89.9,Loan originated
1,445000.0,36,555000.0,117.0,1,White,Female,55-64,80.0,Loan originated
1,585000.0,48,625000.0,197.0,1,Asian,Joint,25-34,95.0,Loan originated
1,825000.0,46,1225000.0,269.0,1,White,Male,45-54,67.35,Loan originated
1,755000.0,49,795000.0,177.0,1,Asian,Male,45-54,95.0,Loan originated
1,645000.0,49,765000.0,147.0,1,Asian,Joint,35-44,84.21,Loan originated
1,345000.0,47,365000.0,76.0,1,Hispanic or Latino,Female,25-34,95.0,Loan originated
1,335000.0,45,475000.0,77.0,1,Hispanic or Latino,Male,25-34,72.0,Loan originated
1,395000.0,46,495000.0,93.0,1,Asian,Male,25-34,96.16,Loan originated
1,215000.0,41,305000.0,134.0,1,Hispanic or Latino,Female,55-64,70.0,Loan originated
1,365000.0,20%-<30%,525000.0,149.0,1,White,Female,35-44,70.0,Loan originated
1,765000.0,49,985000.0,163.0,1,White,Female,55-64,78.0,Loan originated
1,535000.0,49,655000.0,115.0,1,Asian,Female,45-54,84.92,Loan originated
1,435000.0,30%-<36%,935000.0,455.0,1,Hispanic or Latino,Joint,25-34,46.7,Loan originated
1,875000.0,39,925000.0,266.0,1,Asian,Joint,45-54,95.0,Loan originated
1,655000.0,46,775000.0,144.0,1,White,Male,<25,85.0,Loan originated
1,355000.0,20%-<30%,555000.0,207.0,1,White,Male,35-44,63.64,Loan originated
1,815000.0,43,915000.0,254.0,1,Asian,Female,35-44,89.99,Loan originated
1,615000.0,41,655000.0,157.0,1,White,Joint,25-34,95.0,Loan originated
1,605000.0,44,885000.0,126.0,1,White,Joint,35-44,68.18,Loan originated
1,505000.0,20%-<30%,565000.0,168.0,1,Hispanic or Latino,Male,<25,90.0,Loan originated
1,745000.0,36,935000.0,240.0,1,Asian,Joint,25-34,80.0,Loan originated
1,495000.0,41,555000.0,129.0,1,White,Male,25-34,90.0,Loan originated
1,545000.0,42,575000.0,187.0,1,Black or African American,Female,35-44,95.0,Loan originated
1,245000.0,49,415000.0,50.0,1,White,Male,35-44,58.31,Loan originated
1,105000.0,48,445000.0,53.0,1,Asian,Female,65-74,22.65,Application denied
1,555000.0,42,615000.0,322.0,1,White,Male,45-54,89.98,Loan originated
1,685000.0,47,725000.0,231.0,1,Black or African American,Joint,35-44,95.0,Loan originated
1,595000.0,48,765000.0,122.0,1,Asian,Female,35-44,77.63,Loan originated
1,725000.0,47,855000.0,164.0,1,White,Female,25-34,85.0,Loan originated
1,245000.0,49,385000.0,58.0,1,White,Male,35-44,65.0,Loan originated
1,865000.0,39,1145000.0,368.0,1,Asian,Joint,55-64,75.0,Loan originated
1,1045000.0,42,1305000.0,278.0,1,Asian,Joint,45-54,80.0,Loan originated
1,565000.0,41,665000.0,175.0,1,White,Male,55-64,85.0,Loan originated
1,405000.0,39,425000.0,104.0,1,White,Female,25-34,97.0,Loan originated
1,525000.0,45,655000.0,295.0,1,White,Joint,65-74,80.0,Loan originated
1,555000.0,49,745000.0,146.0,1,White,Female,>74,75.0,Loan originated
1,415000.0,30%-<36%,815000.0,136.0,1,Asian,Female,35-44,50.62,Loan originated
1,695000.0,44,925000.0,168.0,1,White,Joint,35-44,75.0,Loan originated
1,545000.0,48,685000.0,372.0,1,White,Joint,65-74,80.0,Loan originated
1,535000.0,49,665000.0,124.0,1,White,Joint,65-74,80.0,Loan originated
1,245000.0,45,335000.0,100.0,1,White,Male,55-64,75.0,Loan originated
1,425000.0,49,435000.0,87.0,1,Hispanic or Latino,Female,25-34,97.0,Loan originated
1,1005000.0,46,1255000.0,214.0,1,White,Joint,35-44,80.0,Loan originated
1,705000.0,42,1305000.0,449.0,1,White,Female,35-44,53.85,Loan originated
1,225000.0,43,775000.0,89.0,1,Hispanic or Latino,Male,45-54,29.03,Loan originated
1,935000.0,50%-60%,1105000.0,398.0,1,White,Female,55-64,85.0,Application denied
1,505000.0,41,1155000.0,170.0,1,White,Joint,65-74,44.25,Loan originated
1,495000.0,20%-<30%,1625000.0,296.0,1,White,Joint,55-64,30.25,Loan originated
1,695000.0,30%-<36%,875000.0,188.0,1,Hispanic or Latino,Male,35-44,80.0,Loan originated
1,505000.0,49,835000.0,100.0,1,White,Female,25-34,60.0,Loan originated
1,635000.0,43,795000.0,154.0,1,White,Joint,25-34,80.0,Loan originated
1,445000.0,38,875000.0,155.0,1,White,Female,45-54,50.91,Loan originated
1,855000.0,46,1065000.0,213.0,1,White,Joint,65-74,80.0,Loan originated
1,425000.0,20%-<30%,605000.0,208.0,1,White,Male,35-44,70.0,Loan originated
1,375000.0,46,625000.0,126.0,1,White,Female,65-74,59.68,Loan originated
1,635000.0,45,795000.0,372.0,1,White,Joint,25-34,80.0,Loan originated
1,165000.0,<20%,665000.0,187.0,1,Asian,Joint,45-54,24.81,Loan originated
1,815000.0,44,1025000.0,210.0,1,White,Male,35-44,80.0,Loan originated
1,585000.0,30%-<36%,735000.0,206.0,1,White,Joint,35-44,80.0,Loan originated
1,485000.0,44,645000.0,367.0,1,Hispanic or Latino,Male,45-54,75.0,Loan originated
1,555000.0,45,745000.0,483.0,1,White,Male,55-64,75.0,Loan originated
1,685000.0,46,715000.0,175.0,1,Hispanic or Latino,Joint,25-34,97.0,Loan originated
1,1045000.0,36,1665000.0,309.0,1,White,Joint,25-34,62.56,Loan originated
1,645000.0,47,1205000.0,157.0,1,White,Female,65-74,53.75,Loan originated
1,225000.0,48,365000.0,71.0,1,White,Female,55-64,60.0,Loan originated
1,925000.0,20%-<30%,1235000.0,340.0,1,Asian,Joint,25-34,75.0,Loan originated
1,335000.0,37,425000.0,135.0,1,Asian,Female,45-54,80.0,Loan originated
1,675000.0,43,715000.0,165.0,1,Hispanic or Latino,Joint,65-74,95.0,Loan originated
1,765000.0,40,1035000.0,415.0,1,White,Joint,65-74,73.91,Loan originated
1,755000.0,42,835000.0,234.0,1,White,Joint,25-34,90.0,Loan originated
1,605000.0,45,625000.0,143.0,1,Asian,Joint,25-34,100.0,Loan originated
1,1145000.0,30%-<36%,1685000.0,330.0,1,Asian,Female,35-44,68.44,Loan originated
1,575000.0,44,685000.0,129.0,1,Hispanic or Latino,Joint,35-44,85.0,Loan originated
1,495000.0,20%-<30%,835000.0,268.0,1,Asian,Joint,25-34,59.4,Loan originated
1,555000.0,48,615000.0,160.0,1,Asian,Joint,25-34,89.9,Loan originated
1,765000.0,48,855000.0,258.0,1,Asian,Joint,35-44,89.89,Loan originated
1,575000.0,30%-<36%,715000.0,176.0,1,White,Joint,25-34,80.0,Loan originated
1,645000.0,38,815000.0,161.0,1,White,Joint,25-34,79.01,Loan originated
1,595000.0,39,625000.0,164.0,1,Hispanic or Latino,Female,25-34,95.0,Loan originated
1,155000.0,49,295000.0,42.0,1,Asian,Female,45-54,51.72,Loan originated
1,795000.0,20%-<30%,875000.0,325.0,1,Hispanic or Latino,Male,35-44,89.98,Loan originated
